	Gender	Age	Height	Weight	Duration	Heart_Rate	Body_Temp	Calories	BMI	BMI Category	Age Group
2036	1	33	188.0	83.0	17.0	93.0	40.5	72.0	23.48347668628339	Normal Weight	Adult
2037	0	50	155.0	59.0	18.0	113.0	40.3	131.0	24.55775234131113	Normal Weight	Adult
2038	1	34	179.0	73.0	5.0	85.0	39.2	14.0	22.783308885490467	Normal Weight	Adult
2039	0	52	179.0	76.0	9.0	90.0	39.8	42.0	23.719609250647608	Normal Weight	Adult
2040	0	32	188.0	77.0	17.0	88.0	40.7	69.0	21.785875961973744	Normal Weight	Adult
2041	1	23	191.0	96.0	7.0	89.0	39.0	24.0	26.315068117650284	Overweight	Youth
2042	0	67	175.0	74.0	25.0	103.0	41.0	158.0	24.163265306122447	Normal Weight	Old
2043	1	58	212.0	111.0	20.0	95.0	40.3	127.0	24.697401210395157	Normal Weight	Adult
2044	1	60	173.0	79.0	26.0	98.0	40.7	161.0	26.395803401383272	Overweight	Adult
2045	0	25	157.0	59.0	11.0	82.0	39.7	39.0	23.93606231490121	Normal Weight	Adult
2046	1	43	205.0	113.0	28.0	119.0	41.0	260.0	26.888756692444975	Overweight	Adult
2047	1	62	185.0	86.0	3.0	90.0	38.5	16.0	25.127830533235937	Overweight	Adult
2048	1	52	175.0	82.0	9.0	91.0	39.6	43.0	26.775510204081634	Overweight	Adult
2049	0	57	159.0	52.0	17.0	98.0	40.4	100.0	20.56880661366243	Normal Weight	Adult
2050	1	20	173.0	71.0	13.0	99.0	40.1	55.0	23.722810651876106	Normal Weight	Youth
2051	0	40	165.0	61.0	1.0	86.0	38.0	4.0	22.4058769513315	Normal Weight	Adult
2052	1	24	163.0	66.0	19.0	118.0	40.5	137.0	24.840980089578082	Normal Weight	Youth
2053	1	30	203.0	99.0	3.0	87.0	38.5	11.0	24.023878279016728	Normal Weight	Adult
2054	0	58	185.0	80.0	19.0	103.0	40.4	115.0	23.37472607742878	Normal Weight	Adult
2055	0	75	143.0	49.0	15.0	86.0	40.3	75.0	23.96205193407991	Normal Weight	Old
2056	1	21	180.0	76.0	1.0	74.0	37.6	1.0	23.456790123456788	Normal Weight	Youth
2057	1	33	193.0	91.0	13.0	89.0	40.3	50.0	24.43018604526296	Normal Weight	Adult
2058	1	22	183.0	84.0	1.0	76.0	37.8	1.0	25.082863029651524	Overweight	Youth
2059	1	24	190.0	95.0	13.0	93.0	40.2	53.0	26.315789473684212	Overweight	Youth
2060	1	68	178.0	77.0	8.0	89.0	39.8	42.0	24.302487059714682	Normal Weight	Old
2061	1	78	195.0	97.0	25.0	103.0	40.5	205.0	25.509533201840895	Overweight	Old
2062	0	25	151.0	57.0	15.0	95.0	40.2	74.0	24.998903556861542	Normal Weight	Adult
2063	0	42	178.0	74.0	19.0	97.0	40.4	99.0	23.355636914530994	Normal Weight	Adult
2064	0	60	189.0	83.0	3.0	86.0	38.3	13.0	23.23563170124017	Normal Weight	Adult
2065	1	67	189.0	94.0	23.0	100.0	40.8	165.0	26.315052770079227	Overweight	Old
2066	0	25	159.0	60.0	7.0	94.0	39.4	34.0	23.73323840037973	Normal Weight	Adult
2067	1	73	185.0	88.0	10.0	92.0	39.7	61.0	25.712198685171657	Overweight	Old
2068	0	43	164.0	63.0	23.0	106.0	40.9	146.0	23.423557406305775	Normal Weight	Adult
2069	0	38	166.0	61.0	28.0	115.0	40.8	203.0	22.136739730004358	Normal Weight	Adult
2070	1	37	186.0	88.0	15.0	102.0	39.9	88.0	25.4364666435426	Overweight	Adult
2071	1	48	192.0	88.0	24.0	107.0	40.8	172.0	23.87152777777778	Normal Weight	Adult
2072	1	65	201.0	104.0	7.0	78.0	39.6	28.0	25.741937080765336	Overweight	Old
2073	1	30	178.0	76.0	8.0	81.0	39.9	17.0	23.98687034465345	Normal Weight	Adult
2074	1	23	186.0	86.0	24.0	97.0	41.0	106.0	24.858365128916635	Normal Weight	Youth
2075	0	24	170.0	64.0	2.0	79.0	38.1	6.0	22.145328719723185	Normal Weight	Youth
2076	0	47	149.0	54.0	6.0	87.0	39.5	27.0	24.32322868339264	Normal Weight	Adult
2077	1	29	181.0	78.0	6.0	91.0	39.3	22.0	23.808797045267237	Normal Weight	Adult
2078	0	53	165.0	67.0	21.0	104.0	40.8	131.0	24.609733700642796	Normal Weight	Adult
2079	0	53	166.0	68.0	29.0	105.0	40.8	184.0	24.677021338365513	Normal Weight	Adult
2080	0	55	157.0	57.0	27.0	101.0	40.8	165.0	23.124670372023203	Normal Weight	Adult
2081	0	55	169.0	71.0	9.0	91.0	39.7	44.0	24.859073561850078	Normal Weight	Adult
2082	0	71	160.0	63.0	3.0	83.0	38.7	13.0	24.609374999999996	Normal Weight	Old
2083	0	52	161.0	64.0	16.0	86.0	40.3	70.0	24.690405462752206	Normal Weight	Adult
2084	1	38	172.0	70.0	24.0	102.0	40.6	133.0	23.661438615467823	Normal Weight	Adult
2085	0	48	166.0	70.0	4.0	87.0	38.8	17.0	25.402816083611555	Overweight	Adult
2086	0	20	151.0	46.0	25.0	98.0	40.8	133.0	20.174553747642648	Normal Weight	Youth
2087	0	33	156.0	56.0	6.0	89.0	39.4	27.0	23.011176857330703	Normal Weight	Adult
2088	0	42	160.0	61.0	20.0	103.0	40.6	121.0	23.828124999999996	Normal Weight	Adult
2089	1	52	187.0	95.0	10.0	89.0	39.8	48.0	27.166919271354622	Overweight	Adult
2090	1	73	175.0	79.0	6.0	86.0	39.4	30.0	25.79591836734694	Overweight	Old
2091	1	33	177.0	80.0	25.0	102.0	40.5	138.0	25.53544639152223	Overweight	Adult
2092	0	30	163.0	63.0	14.0	83.0	40.3	51.0	23.711844630960897	Normal Weight	Adult
2093	1	66	187.0	93.0	9.0	85.0	40.1	44.0	26.59498412879979	Overweight	Old
2094	1	25	174.0	76.0	5.0	88.0	39.4	15.0	25.102391333069097	Overweight	Adult
2095	1	35	173.0	70.0	27.0	102.0	40.8	146.0	23.38868655818771	Normal Weight	Adult
2096	1	22	191.0	85.0	27.0	96.0	40.9	113.0	23.299799895836188	Normal Weight	Youth
2097	0	41	159.0	60.0	18.0	97.0	40.8	97.0	23.73323840037973	Normal Weight	Adult
2098	1	31	213.0	108.0	29.0	111.0	41.1	214.0	23.804800634794688	Normal Weight	Adult
2099	0	49	180.0	80.0	2.0	83.0	38.5	8.0	24.691358024691358	Normal Weight	Adult
2100	1	37	170.0	69.0	5.0	91.0	39.1	19.0	23.87543252595156	Normal Weight	Adult
2101	1	41	176.0	70.0	17.0	100.0	40.5	92.0	22.59814049586777	Normal Weight	Adult
2102	1	77	206.0	106.0	10.0	95.0	40.0	72.0	24.97879159204449	Normal Weight	Old
2103	0	27	149.0	55.0	25.0	98.0	40.6	133.0	24.77365884419621	Normal Weight	Adult
2104	0	20	168.0	63.0	29.0	109.0	40.7	182.0	22.321428571428577	Normal Weight	Youth
2105	1	25	182.0	85.0	25.0	101.0	40.9	128.0	25.661152034778407	Overweight	Adult
2106	0	54	174.0	68.0	9.0	95.0	39.4	48.0	22.460034350640772	Normal Weight	Adult
2107	0	20	175.0	74.0	24.0	108.0	40.8	144.0	24.163265306122447	Normal Weight	Youth
2108	0	42	152.0	60.0	16.0	94.0	40.2	81.0	25.969529085872576	Overweight	Adult
2109	1	21	193.0	86.0	12.0	102.0	40.4	61.0	23.087868130688072	Normal Weight	Youth
2110	0	20	157.0	49.0	24.0	111.0	40.1	160.0	19.879102600511175	Normal Weight	Youth
2111	1	37	189.0	97.0	11.0	88.0	39.7	44.0	27.154894879762605	Overweight	Adult
2112	1	26	171.0	77.0	28.0	105.0	40.7	156.0	26.332888752094664	Overweight	Adult
2113	0	21	136.0	45.0	16.0	102.0	40.5	92.0	24.329584775086502	Normal Weight	Youth
2114	1	21	178.0	78.0	20.0	99.0	40.5	89.0	24.61810377477591	Normal Weight	Youth
2115	0	77	155.0	62.0	4.0	85.0	38.9	19.0	25.806451612903224	Overweight	Old
2116	1	45	179.0	82.0	26.0	107.0	40.6	180.0	25.592209980961893	Overweight	Adult
2117	1	66	178.0	85.0	26.0	112.0	40.7	227.0	26.82742078020452	Overweight	Old
2118	1	66	189.0	91.0	5.0	81.0	39.1	21.0	25.475210660395845	Overweight	Old
2119	0	48	162.0	65.0	10.0	92.0	40.1	49.0	24.76756591982929	Normal Weight	Adult
2120	0	32	169.0	62.0	4.0	75.0	39.2	11.0	21.707923392038097	Normal Weight	Adult
2121	0	62	144.0	47.0	18.0	95.0	40.5	103.0	22.665895061728396	Normal Weight	Adult
2122	1	30	182.0	81.0	28.0	113.0	40.7	198.0	24.453568409612362	Normal Weight	Adult
2123	1	26	180.0	76.0	11.0	90.0	40.1	36.0	23.456790123456788	Normal Weight	Adult
2124	1	57	193.0	100.0	13.0	84.0	40.1	57.0	26.846358291497758	Overweight	Adult
2125	1	28	177.0	78.0	22.0	110.0	40.8	142.0	24.897060231734173	Normal Weight	Adult
2126	1	32	177.0	76.0	21.0	98.0	40.6	101.0	24.258674071946118	Normal Weight	Adult
2127	1	25	179.0	76.0	30.0	105.0	40.8	165.0	23.719609250647608	Normal Weight	Adult
2128	1	43	189.0	87.0	22.0	106.0	40.5	149.0	24.355421180818006	Normal Weight	Adult
2129	1	36	186.0	89.0	22.0	103.0	40.9	132.0	25.725517400855587	Overweight	Adult
2130	0	25	159.0	58.0	17.0	96.0	40.2	86.0	22.942130453700404	Normal Weight	Adult
2131	1	55	184.0	88.0	1.0	78.0	37.8	3.0	25.99243856332703	Overweight	Adult
2132	0	38	155.0	59.0	28.0	115.0	40.4	204.0	24.55775234131113	Normal Weight	Adult
2133	0	53	168.0	63.0	22.0	99.0	40.8	127.0	22.321428571428577	Normal Weight	Adult
2134	1	49	178.0	81.0	21.0	97.0	40.8	117.0	25.5649539199596	Overweight	Adult
2135	1	25	194.0	93.0	2.0	69.0	37.9	1.0	24.710383675204593	Normal Weight	Adult
2136	1	24	175.0	70.0	8.0	90.0	39.3	25.0	22.857142857142858	Normal Weight	Youth
2137	0	25	158.0	56.0	9.0	85.0	39.5	35.0	22.432302515622492	Normal Weight	Adult
2138	1	21	177.0	77.0	24.0	104.0	40.6	125.0	24.577867151840145	Normal Weight	Youth
2139	1	47	210.0	110.0	12.0	88.0	40.1	57.0	24.94331065759637	Normal Weight	Adult
2140	0	20	155.0	50.0	2.0	82.0	37.9	7.0	20.811654526534856	Normal Weight	Youth
2141	1	37	173.0	80.0	9.0	97.0	39.3	45.0	26.729927495071667	Overweight	Adult
2142	1	35	156.0	57.0	10.0	88.0	39.5	30.0	23.422090729783037	Normal Weight	Adult
2143	0	46	184.0	79.0	17.0	97.0	40.1	89.0	23.334120982986768	Normal Weight	Adult
2144	0	49	155.0	58.0	10.0	96.0	39.9	55.0	24.141519250780433	Normal Weight	Adult
2145	0	29	169.0	63.0	24.0	106.0	40.7	146.0	22.058051188683873	Normal Weight	Adult
2146	0	28	165.0	59.0	12.0	91.0	39.8	54.0	21.6712580348944	Normal Weight	Adult
2147	1	45	182.0	84.0	28.0	113.0	41.0	220.0	25.359256128486894	Overweight	Adult
2148	1	31	183.0	87.0	25.0	104.0	40.4	147.0	25.97867956642479	Overweight	Adult
2149	0	64	159.0	58.0	9.0	81.0	39.7	37.0	22.942130453700404	Normal Weight	Adult
2150	0	39	165.0	59.0	28.0	114.0	40.9	201.0	21.6712580348944	Normal Weight	Adult
2151	0	79	149.0	54.0	13.0	93.0	40.1	74.0	24.32322868339264	Normal Weight	Old
2152	1	69	190.0	93.0	24.0	105.0	40.5	192.0	25.761772853185597	Overweight	Old
2153	1	43	176.0	79.0	26.0	115.0	41.2	207.0	25.50361570247934	Overweight	Adult
2154	1	66	185.0	85.0	26.0	103.0	41.2	192.0	24.835646457268076	Normal Weight	Old
2155	1	21	200.0	94.0	6.0	81.0	39.2	13.0	23.5	Normal Weight	Youth
2156	0	39	169.0	66.0	8.0	90.0	39.6	36.0	23.1084345786212	Normal Weight	Adult
2157	1	54	167.0	69.0	8.0	87.0	39.8	32.0	24.740937287102444	Normal Weight	Adult
2158	0	21	168.0	65.0	29.0	105.0	41.2	169.0	23.030045351473927	Normal Weight	Youth
2159	1	55	181.0	87.0	1.0	75.0	37.8	3.0	26.555965935105768	Overweight	Adult
2160	1	60	167.0	69.0	25.0	110.0	40.5	195.0	24.740937287102444	Normal Weight	Adult
2161	0	69	172.0	69.0	11.0	95.0	39.7	61.0	23.323418063818284	Normal Weight	Old
2162	1	41	176.0	81.0	13.0	93.0	40.3	60.0	26.149276859504134	Overweight	Adult
2163	1	27	198.0	105.0	21.0	110.0	40.7	147.0	26.782981328435874	Overweight	Adult
2164	0	54	148.0	54.0	18.0	98.0	40.3	105.0	24.653031409788166	Normal Weight	Adult
2165	0	61	162.0	68.0	21.0	103.0	40.4	132.0	25.910684346898332	Overweight	Adult
2166	1	66	183.0	91.0	12.0	92.0	40.1	70.0	27.173101615455817	Overweight	Old
2167	0	35	152.0	51.0	29.0	119.0	40.9	225.0	22.07409972299169	Normal Weight	Adult
2168	0	27	175.0	71.0	22.0	99.0	40.8	115.0	23.183673469387756	Normal Weight	Adult
2169	0	46	151.0	51.0	28.0	107.0	41.3	187.0	22.367440024560327	Normal Weight	Adult
2170	1	28	169.0	69.0	22.0	111.0	40.8	141.0	24.158817968558527	Normal Weight	Adult
2171	0	26	161.0	60.0	9.0	82.0	39.8	32.0	23.147255121330193	Normal Weight	Adult
2172	0	58	173.0	69.0	8.0	87.0	39.7	36.0	23.054562464499313	Normal Weight	Adult
2173	0	26	162.0	56.0	5.0	81.0	39.1	17.0	21.338210638622158	Normal Weight	Adult
2174	1	26	187.0	82.0	29.0	107.0	40.2	174.0	23.449340844748203	Normal Weight	Adult
2175	1	44	179.0	81.0	28.0	105.0	40.6	183.0	25.280109859242845	Overweight	Adult
2176	1	24	195.0	98.0	20.0	105.0	40.6	119.0	25.77251808021039	Overweight	Youth
2177	1	60	176.0	82.0	3.0	83.0	38.4	12.0	26.47210743801653	Overweight	Adult
2178	0	70	172.0	72.0	15.0	99.0	40.3	89.0	24.337479718766904	Normal Weight	Old
2179	0	39	148.0	48.0	2.0	85.0	38.2	8.0	21.91380569758948	Normal Weight	Adult
2180	1	44	183.0	83.0	11.0	96.0	40.1	57.0	24.78425751739377	Normal Weight	Adult
2181	1	34	171.0	71.0	5.0	83.0	39.3	13.0	24.280975342840534	Normal Weight	Adult
2182	1	69	171.0	74.0	13.0	90.0	39.6	69.0	25.3069320474676	Overweight	Old
2183	0	60	160.0	65.0	5.0	83.0	39.1	21.0	25.390624999999996	Overweight	Adult
2184	0	54	161.0	57.0	7.0	94.0	39.2	37.0	21.98989236526368	Normal Weight	Adult
2185	1	33	187.0	87.0	26.0	106.0	40.7	163.0	24.879178701135288	Normal Weight	Adult
2186	1	20	177.0	77.0	10.0	98.0	39.8	42.0	24.577867151840145	Normal Weight	Youth
2187	0	62	167.0	65.0	22.0	103.0	40.9	139.0	23.306680053067517	Normal Weight	Adult
2188	0	73	153.0	58.0	5.0	78.0	38.9	20.0	24.77679524969029	Normal Weight	Old
2189	0	23	166.0	58.0	12.0	98.0	40.3	63.0	21.04804761213529	Normal Weight	Youth
2190	1	74	197.0	105.0	12.0	88.0	39.7	71.0	27.055579891262337	Overweight	Old
2191	0	53	154.0	57.0	4.0	86.0	38.9	18.0	24.034407151290267	Normal Weight	Adult
2192	1	50	187.0	93.0	28.0	106.0	40.9	203.0	26.59498412879979	Overweight	Adult
2193	1	24	193.0	99.0	20.0	89.0	40.2	71.0	26.577894708582782	Overweight	Youth
2194	1	26	175.0	76.0	12.0	92.0	40.3	43.0	24.816326530612244	Normal Weight	Adult
2195	0	58	159.0	61.0	25.0	111.0	41.1	179.0	24.128792373719392	Normal Weight	Adult
2196	0	62	166.0	65.0	1.0	73.0	37.9	3.0	23.588329220496444	Normal Weight	Adult
2197	1	23	193.0	93.0	29.0	103.0	41.1	159.0	24.967113211092915	Normal Weight	Youth
2198	0	28	170.0	70.0	11.0	86.0	40.1	42.0	24.221453287197235	Normal Weight	Adult
2199	0	31	176.0	68.0	15.0	96.0	40.3	75.0	21.952479338842977	Normal Weight	Adult
2200	1	29	175.0	73.0	9.0	91.0	39.7	32.0	23.836734693877553	Normal Weight	Adult
2201	1	46	195.0	95.0	10.0	82.0	40.0	35.0	24.983563445101908	Normal Weight	Adult
2202	1	21	167.0	65.0	21.0	102.0	40.5	97.0	23.306680053067517	Normal Weight	Youth
2203	0	56	153.0	50.0	9.0	82.0	39.6	38.0	21.35930624973301	Normal Weight	Adult
2204	1	75	197.0	103.0	6.0	91.0	39.1	38.0	26.540235512381148	Overweight	Old
2205	1	36	190.0	95.0	27.0	106.0	40.7	178.0	26.315789473684212	Overweight	Adult
2206	0	66	155.0	62.0	19.0	99.0	40.5	114.0	25.806451612903224	Overweight	Old
2207	0	74	173.0	78.0	30.0	107.0	40.9	204.0	26.061679307694877	Overweight	Old
2208	1	23	171.0	72.0	6.0	84.0	39.4	13.0	24.622960911049557	Normal Weight	Youth
2209	1	65	186.0	85.0	17.0	96.0	40.5	107.0	24.56931437160365	Normal Weight	Old
2210	0	25	154.0	52.0	18.0	108.0	40.5	115.0	21.926125822229718	Normal Weight	Adult
2211	1	26	178.0	79.0	12.0	101.0	40.5	60.0	24.933720489837143	Normal Weight	Adult
2212	1	34	176.0	78.0	12.0	98.0	39.7	59.0	25.180785123966942	Overweight	Adult
2213	0	38	163.0	66.0	11.0	98.0	39.9	59.0	24.840980089578082	Normal Weight	Adult
2214	1	20	203.0	103.0	11.0	93.0	39.8	44.0	24.994540027663867	Normal Weight	Youth
2215	0	34	181.0	72.0	23.0	102.0	41.2	130.0	21.97735111870822	Normal Weight	Adult
2216	1	74	196.0	94.0	24.0	102.0	40.7	187.0	24.46897126197418	Normal Weight	Old
2217	0	70	161.0	62.0	6.0	90.0	39.2	31.0	23.9188302920412	Normal Weight	Old
2218	0	20	149.0	52.0	16.0	91.0	40.4	72.0	23.422368361785505	Normal Weight	Youth
2219	0	73	149.0	55.0	30.0	107.0	41.2	213.0	24.77365884419621	Normal Weight	Old
2220	0	44	172.0	75.0	14.0	101.0	40.0	79.0	25.351541373715524	Overweight	Adult
2221	1	33	178.0	82.0	30.0	108.0	41.1	194.0	25.88057063502083	Overweight	Adult
2222	0	60	166.0	66.0	22.0	111.0	40.6	157.0	23.95122659311947	Normal Weight	Adult
2223	1	51	195.0	89.0	12.0	94.0	39.8	65.0	23.405654174884944	Normal Weight	Adult
2224	0	67	151.0	59.0	27.0	105.0	40.8	181.0	25.876058067628612	Overweight	Old
2225	1	52	178.0	85.0	6.0	79.0	39.3	19.0	26.82742078020452	Overweight	Adult
2226	0	37	156.0	57.0	22.0	96.0	40.6	116.0	23.422090729783037	Normal Weight	Adult
2227	1	49	178.0	85.0	15.0	91.0	40.1	71.0	26.82742078020452	Overweight	Adult
2228	1	54	182.0	90.0	17.0	106.0	39.8	125.0	27.17063156623596	Overweight	Adult
2229	0	25	163.0	63.0	15.0	96.0	39.7	74.0	23.711844630960897	Normal Weight	Adult
2230	1	35	176.0	81.0	21.0	107.0	40.3	134.0	26.149276859504134	Overweight	Adult
2231	0	38	145.0	49.0	17.0	91.0	40.1	82.0	23.305588585017837	Normal Weight	Adult
2232	1	33	183.0	85.0	18.0	99.0	40.5	93.0	25.381468541909282	Overweight	Adult
2233	0	72	177.0	70.0	16.0	97.0	40.4	93.0	22.34351559258195	Normal Weight	Old
2234	1	69	200.0	98.0	17.0	96.0	39.9	115.0	24.5	Normal Weight	Old
2235	1	40	177.0	84.0	7.0	82.0	39.4	21.0	26.812218711098343	Overweight	Adult
2236	1	27	188.0	84.0	25.0	100.0	40.8	126.0	23.766410140334994	Normal Weight	Adult
2237	0	51	169.0	70.0	28.0	106.0	40.7	179.0	24.508945765204302	Normal Weight	Adult
2238	0	20	143.0	48.0	27.0	107.0	40.6	169.0	23.47303046603746	Normal Weight	Youth
2239	0	40	172.0	71.0	20.0	101.0	40.7	113.0	23.99945916711736	Normal Weight	Adult
2240	0	41	182.0	77.0	23.0	115.0	40.6	163.0	23.24598478444632	Normal Weight	Adult
2241	0	76	142.0	49.0	23.0	99.0	40.5	147.0	24.300733981352906	Normal Weight	Old
2242	0	38	157.0	60.0	28.0	109.0	40.7	185.0	24.341758286340216	Normal Weight	Adult
2243	1	33	165.0	72.0	6.0	81.0	39.5	13.0	26.44628099173554	Overweight	Adult
2244	0	37	170.0	69.0	25.0	118.0	40.7	186.0	23.87543252595156	Normal Weight	Adult
2245	0	35	169.0	66.0	5.0	75.0	39.0	14.0	23.1084345786212	Normal Weight	Adult
2246	1	58	175.0	78.0	19.0	100.0	40.6	121.0	25.46938775510204	Overweight	Adult
2247	1	22	196.0	96.0	29.0	102.0	40.8	155.0	24.989587671803417	Normal Weight	Youth
2248	0	45	182.0	80.0	26.0	108.0	40.8	165.0	24.151672503320853	Normal Weight	Adult
2249	1	35	169.0	76.0	12.0	90.0	40.0	45.0	26.609712545078956	Overweight	Adult
2250	0	40	159.0	63.0	12.0	93.0	40.2	59.0	24.919900320398717	Normal Weight	Adult
2251	1	67	191.0	90.0	24.0	104.0	40.9	184.0	24.67037636029714	Normal Weight	Old
2252	0	41	176.0	71.0	13.0	89.0	39.9	57.0	22.920971074380166	Normal Weight	Adult
2253	1	22	195.0	95.0	29.0	108.0	41.0	181.0	24.983563445101908	Normal Weight	Youth
2254	0	44	172.0	67.0	17.0	86.0	40.5	71.0	22.647376960519203	Normal Weight	Adult
2255	1	20	183.0	80.0	11.0	94.0	40.1	41.0	23.888440980620498	Normal Weight	Youth
2256	1	45	175.0	76.0	15.0	84.0	40.5	50.0	24.816326530612244	Normal Weight	Adult
2257	1	24	179.0	81.0	19.0	97.0	40.3	83.0	25.280109859242845	Overweight	Youth
2258	0	79	164.0	64.0	18.0	98.0	40.2	110.0	23.795359904818564	Normal Weight	Old
2259	1	26	197.0	97.0	20.0	102.0	40.7	111.0	24.994202375737586	Normal Weight	Adult
2260	0	59	172.0	70.0	2.0	96.0	38.6	11.0	23.661438615467823	Normal Weight	Adult
2261	0	50	175.0	75.0	25.0	116.0	40.7	184.0	24.489795918367346	Normal Weight	Adult
2262	1	40	201.0	97.0	10.0	99.0	40.0	58.0	24.009306700329205	Normal Weight	Adult
2263	1	63	154.0	62.0	28.0	101.0	40.9	180.0	26.14268848035082	Overweight	Adult
2264	0	46	162.0	68.0	5.0	92.0	38.8	24.0	25.910684346898332	Overweight	Adult
2265	0	49	156.0	56.0	29.0	115.0	40.9	218.0	23.011176857330703	Normal Weight	Adult
2266	0	20	170.0	67.0	4.0	91.0	39.0	17.0	23.18339100346021	Normal Weight	Youth
2267	1	23	192.0	91.0	7.0	76.0	39.6	10.0	24.68532986111111	Normal Weight	Youth
2268	1	37	183.0	90.0	16.0	96.0	40.2	81.0	26.874496103198062	Overweight	Adult
2269	0	46	187.0	82.0	24.0	98.0	40.7	127.0	23.449340844748203	Normal Weight	Adult
2270	1	66	193.0	97.0	20.0	95.0	40.6	129.0	26.040967542752828	Overweight	Old
2271	0	72	169.0	71.0	29.0	105.0	41.0	193.0	24.859073561850078	Normal Weight	Old
2272	1	55	171.0	73.0	14.0	101.0	40.0	88.0	24.96494647925858	Normal Weight	Adult
2273	0	79	145.0	46.0	3.0	83.0	38.5	14.0	21.87871581450654	Normal Weight	Old
2274	1	24	176.0	76.0	10.0	82.0	39.8	20.0	24.535123966942148	Normal Weight	Youth
2275	0	64	166.0	64.0	13.0	99.0	40.3	77.0	23.225431847873423	Normal Weight	Adult
2276	1	64	179.0	80.0	25.0	105.0	40.4	187.0	24.968009737523797	Normal Weight	Adult
2277	0	42	177.0	77.0	10.0	97.0	39.9	52.0	24.577867151840145	Normal Weight	Adult
2278	1	55	171.0	70.0	17.0	93.0	40.3	85.0	23.938989774631512	Normal Weight	Adult
2279	1	27	179.0	72.0	22.0	104.0	41.0	118.0	22.47120876377142	Normal Weight	Adult
2280	1	22	187.0	90.0	4.0	73.0	38.9	3.0	25.737081414967538	Overweight	Youth
2281	1	55	180.0	89.0	4.0	81.0	38.8	14.0	27.469135802469133	Overweight	Adult
2282	1	26	169.0	72.0	2.0	82.0	38.3	4.0	25.209201358495854	Overweight	Adult
2283	0	75	154.0	58.0	29.0	99.0	41.2	181.0	24.456063417102378	Normal Weight	Old
2284	1	74	198.0	104.0	11.0	92.0	39.7	72.0	26.527905315784103	Overweight	Old
2285	1	32	177.0	82.0	27.0	106.0	40.6	165.0	26.173832551310287	Overweight	Adult
2286	0	27	166.0	62.0	11.0	95.0	39.7	54.0	22.49963710262738	Normal Weight	Adult
2287	1	57	171.0	78.0	14.0	85.0	40.0	57.0	26.674874320303687	Overweight	Adult
2288	1	56	192.0	101.0	18.0	96.0	40.3	111.0	27.39800347222222	Overweight	Adult
2289	1	51	191.0	94.0	6.0	82.0	38.7	22.0	25.766837531865903	Overweight	Adult
2290	0	60	161.0	63.0	3.0	89.0	38.3	14.0	24.3046178773967	Normal Weight	Adult
2291	0	49	155.0	54.0	14.0	91.0	40.3	70.0	22.476586888657646	Normal Weight	Adult
2292	1	30	170.0	72.0	5.0	86.0	39.0	14.0	24.913494809688583	Normal Weight	Adult
2293	0	49	164.0	66.0	23.0	101.0	40.5	135.0	24.538964901844146	Normal Weight	Adult
2294	1	37	186.0	84.0	16.0	95.0	40.2	76.0	24.280263614290668	Normal Weight	Adult
2295	0	31	165.0	62.0	5.0	80.0	38.8	17.0	22.77318640955005	Normal Weight	Adult
2296	0	53	177.0	76.0	15.0	94.0	40.1	76.0	24.258674071946118	Normal Weight	Adult
2297	1	75	177.0	85.0	11.0	97.0	39.7	76.0	27.13141179099237	Overweight	Old
2298	0	74	167.0	71.0	20.0	100.0	40.6	123.0	25.458065904119906	Overweight	Old
2299	1	60	204.0	114.0	3.0	78.0	38.9	12.0	27.393310265282583	Overweight	Adult
2300	1	70	177.0	82.0	16.0	93.0	40.2	96.0	26.173832551310287	Overweight	Old
2301	0	26	158.0	58.0	23.0	105.0	40.3	138.0	23.233456176894723	Normal Weight	Adult
2302	1	64	188.0	92.0	17.0	102.0	40.4	124.0	26.029877772747852	Overweight	Adult
2303	0	62	172.0	75.0	9.0	87.0	39.3	40.0	25.351541373715524	Overweight	Adult
2304	0	29	183.0	78.0	13.0	96.0	40.1	63.0	23.291229956104985	Normal Weight	Adult
2305	0	57	151.0	54.0	4.0	79.0	38.6	15.0	23.683171790710933	Normal Weight	Adult
2306	0	38	152.0	55.0	28.0	107.0	40.9	181.0	23.80540166204986	Normal Weight	Adult
2307	0	44	161.0	55.0	11.0	90.0	39.8	52.0	21.218317194552675	Normal Weight	Adult
2308	1	35	187.0	90.0	17.0	98.0	40.2	89.0	25.737081414967538	Overweight	Adult
2309	0	77	179.0	74.0	29.0	106.0	40.9	197.0	23.095409007209515	Normal Weight	Old
2310	1	22	188.0	89.0	7.0	80.0	39.2	13.0	25.18107741059303	Overweight	Youth
2311	0	20	178.0	75.0	21.0	101.0	40.6	110.0	23.671253629592222	Normal Weight	Youth
2312	1	24	185.0	83.0	15.0	90.0	40.5	50.0	24.251278305332356	Normal Weight	Youth
2313	1	74	182.0	88.0	14.0	91.0	39.7	84.0	26.56683975365294	Overweight	Old
2314	0	67	155.0	56.0	6.0	82.0	38.7	26.0	23.309053069719038	Normal Weight	Old
2315	1	51	182.0	86.0	2.0	94.0	38.3	11.0	25.963047941069917	Overweight	Adult
2316	1	26	187.0	89.0	13.0	89.0	40.1	45.0	25.45111384369012	Overweight	Adult
2317	1	59	191.0	89.0	21.0	93.0	40.7	118.0	24.39626106740495	Normal Weight	Adult
2318	0	51	152.0	57.0	20.0	93.0	40.6	104.0	24.67105263157895	Normal Weight	Adult
